"ASevents","GeneID","geneSymbol","chr","strand","start","end","PValue","FDR","IncLevelDifference","WT","KI","location"
"se","ENSMUSG00000036106","Prr5","chr15","+",84701363,84701499,0.000243646631136,0.00182957481691,0.117,1,0.882666666666667,"chr15:84701363-84701499"
"se","ENSMUSG00000034616","Ssh3","chr19","-",4267746,4267974,0.00116769152811,0.00682398265095,0.105,0.983333333333333,0.878,"chr19:4267746-4267974"
"se","ENSMUSG00000034616","Ssh3","chr19","-",4267746,4267978,0.000362364831877,0.00254661951291,0.055,0.991666666666667,0.936666666666667,"chr19:4267746-4267978"
"se","ENSMUSG00000026150","Mff","chr1","+",82747082,82747142,0.00192209360315,0.0103154572037,-0.073,0.104666666666667,0.177666666666667,"chr1:82747082-82747142"
"se","ENSMUSG00000021514","Zfp369","chr13","+",65284920,65285016,6.83607366248e-06,9.36826928162e-05,0.052,1,0.948333333333333,"chr13:65284920-65285016"
"se","ENSMUSG00000021514","Zfp369","chr13","+",65295599,65295726,2.53326453081e-06,4.11655486257e-05,-0.044,0.955666666666667,1,"chr13:65295599-65295726"
"se","ENSMUSG00000021287","Xrcc3","chr12","-",111809751,111809964,0.000600664733431,0.00389661993739,-0.088,0.912,1,"chr12:111809751-111809964"
"se","ENSMUSG00000037622","Wdtc1","chr4","-",133313306,133313418,1.43866938885e-05,0.000175251245183,-0.029,0.963,0.992,"chr4:133313306-133313418"
"se","ENSMUSG00000063179","Pstk","chr7","+",131384798,131384864,1.77765103282e-06,3.1165747585e-05,0.093,0.0933333333333333,0,"chr7:131384798-131384864"
"se","ENSMUSG00000028479","Gne","chr4","-",44063086,44063146,0.000602223659382,0.00390519245999,0.027,0.0423333333333333,0.0153333333333333,"chr4:44063086-44063146"
"se","ENSMUSG00000066306","Numa1","chr7","+",102002294,102002336,0.000306790165963,0.00221473409976,0.036,0.937,0.900666666666667,"chr7:102002294-102002336"
"se","ENSMUSG00000071369","Map3k5","chr10","+",20067828,20067936,0.00692352409824,0.0307805768574,0.046,0.957,0.910666666666667,"chr10:20067828-20067936"
"se","ENSMUSG00000032396","Dis3l","chr9","-",64313933,64314026,0.000255993004658,0.00191007484646,-0.036,0.963666666666667,1,"chr9:64313933-64314026"
"se","ENSMUSG00000037278","Tmem97","chr11","-",78543485,78543630,4.11355122407e-05,0.000416804373874,-0.055,0.945,1,"chr11:78543485-78543630"
"se","ENSMUSG00000004933","Matk","chr10","+",81260088,81260182,8.2099955826e-06,0.000108881755932,-0.032,0.968333333333333,1,"chr10:81260088-81260182"
"se","ENSMUSG00000004933","Matk","chr10","+",81261794,81261868,0.000107052178382,0.00092851955353,-0.033,0.967333333333333,1,"chr10:81261794-81261868"
"se","ENSMUSG00000032777","Gtf3c1","chr7","-",125667311,125667408,9.29936974903e-06,0.00012098744899,0.101,1,0.898666666666667,"chr7:125667311-125667408"
"se","ENSMUSG00000024592","C330018D20Rik","chr18","-",56962400,56962518,0.000122241049519,0.00103674783875,-0.074,0.926333333333333,1,"chr18:56962400-56962518"
"se","ENSMUSG00000039176","Polg","chr7","-",79463782,79463961,0.00163754981752,0.00904281623543,0.081,0.0916666666666667,0.011,"chr7:79463782-79463961"
"se","ENSMUSG00000097162","2310010J17Rik","chr7","-",90126927,90127044,0.000890603531128,0.00542242690463,0.292,0.317333333333333,0.0256666666666667,"chr7:90126927-90127044"
"se","ENSMUSG00000019982","Myb","chr10","-",21144968,21145325,0.00164677648538,0.00908461566658,-0.036,0.137333333333333,0.173,"chr10:21144968-21145325"
"se","ENSMUSG00000030327","Necap1","chr6","+",122881500,122881582,0.00603710413978,0.0274709954562,0.07,0.925333333333333,0.855666666666667,"chr6:122881500-122881582"
"se","ENSMUSG00000034917","Tjp3","chr10","-",81279194,81279351,0.00692852596708,0.0307944890618,-0.235,0.764666666666667,1,"chr10:81279194-81279351"
"se","ENSMUSG00000030056","Isy1","chr6","-",87825370,87825484,2.00298347208e-06,3.44550870276e-05,0.05,0.994333333333333,0.944666666666667,"chr6:87825370-87825484"
"se","ENSMUSG00000030056","Isy1","chr6","-",87833641,87833726,5.7151334208e-05,0.000545791922794,0.227,0.937666666666667,0.710666666666667,"chr6:87833641-87833726"
"se","ENSMUSG00000046836","Brox","chr1","-",183292474,183292581,5.45668398277e-06,7.77601110023e-05,0.095,0.982,0.886666666666667,"chr1:183292474-183292581"
"se","ENSMUSG00000046836","Brox","chr1","-",183292474,183292625,0.000878712516163,0.00536193963944,0.158,0.966666666666667,0.809,"chr1:183292474-183292625"
"se","ENSMUSG00000022246","Rai14","chr15","-",10587837,10587924,4.91125746656e-05,0.000482182859926,0.113,1,0.887,"chr15:10587837-10587924"
"se","ENSMUSG00000022246","Rai14","chr15","-",10589258,10589345,0.00126158730523,0.00727958008228,-0.034,0.951,0.985333333333333,"chr15:10589258-10589345"
"se","ENSMUSG00000041763","Tpp2","chr1","+",43985415,43985454,0.00119825898797,0.00698276720665,-0.115,0.208333333333333,0.323,"chr1:43985415-43985454"
"se","ENSMUSG00000039934","Gsap","chr5","+",21222389,21222439,0.00667122994239,0.0298526194293,0.153,1,0.847333333333333,"chr5:21222389-21222439"
"se","ENSMUSG00000039934","Gsap","chr5","+",21225562,21225727,0.00442777817799,0.0210569150194,0.229,0.238333333333333,0.00933333333333333,"chr5:21225562-21225727"
"se","ENSMUSG00000027531","Impa1","chr3","-",10321611,10321720,0.00757471992736,0.0332442672019,0.041,0.934,0.892666666666667,"chr3:10321611-10321720"
"se","ENSMUSG00000024927","Rela","chr19","+",5639858,5639950,9.91164283607e-05,0.000870245416119,0.027,1,0.973,"chr19:5639858-5639950"
"se","ENSMUSG00000030041","M1ap","chr6","+",83028391,83028532,0.000223427352637,0.00169790333369,0.387,1,0.613333333333333,"chr6:83028391-83028532"
"se","ENSMUSG00000023367","Tmem176a","chr6","+",48842588,48842699,1.56910727878e-06,2.80477926082e-05,0.026,0.996666666666667,0.970666666666667,"chr6:48842588-48842699"
"se","ENSMUSG00000052056","Zfp217","chr2","-",170112479,170112614,0.00979458497258,0.0415695856553,0.062,0.971666666666667,0.91,"chr2:170112479-170112614"
"se","ENSMUSG00000027281","Slx4ip","chr2","+",136947041,136947249,1.91813801687e-06,3.31690638143e-05,-0.094,0.00266666666666667,0.0963333333333333,"chr2:136947041-136947249"
"se","ENSMUSG00000027281","Slx4ip","chr2","+",137046716,137046805,0.00338757689731,0.0166892456789,0.076,1,0.924,"chr2:137046716-137046805"
"se","ENSMUSG00000042305","Tmem183a","chr1","-",134352974,134353137,3.29736238314e-14,7.79861096336e-12,0.333,0.411,0.0783333333333333,"chr1:134352974-134353137"
"se","ENSMUSG00000067825","Pex26","chr6","+",121187258,121187566,0.00165480357706,0.00911361179663,-0.046,0.954333333333333,1,"chr6:121187258-121187566"
"se","ENSMUSG00000024317","Rnf138","chr18","+",21017818,21017875,6.6195346593e-07,1.36928613173e-05,-0.044,0.944333333333333,0.988666666666667,"chr18:21017818-21017875"
"se","ENSMUSG00000031730","Dhodh","chr8","-",109594915,109595069,6.24068901001e-07,1.30238744631e-05,-0.081,0.919,1,"chr8:109594915-109595069"
"se","ENSMUSG00000000823","Zfp512b","chr2","-",181587728,181587899,1.60417568118e-10,1.23852906465e-08,-0.074,0.926333333333333,1,"chr2:181587728-181587899"
"se","ENSMUSG00000028098","Rnf115","chr3","+",96754334,96754393,1.90284696222e-06,3.29392824144e-05,0.212,1,0.788,"chr3:96754334-96754393"
"se","ENSMUSG00000028098","Rnf115","chr3","+",96757976,96758034,4.65990374066e-08,1.51148159793e-06,0.088,1,0.912,"chr3:96757976-96758034"
"se","ENSMUSG00000030008","Pradc1","chr6","-",85448490,85448591,0.000725941770194,0.004563498628,0.176,0.956,0.780333333333333,"chr6:85448490-85448591"
"se","ENSMUSG00000030008","Pradc1","chr6","-",85448490,85448591,0.000310468718751,0.00223834199029,-0.085,0.914666666666667,1,"chr6:85448490-85448591"
"se","ENSMUSG00000028560","Usp1","chr4","+",98926435,98926674,1.06087339413e-06,2.02156001929e-05,0.286,0.851333333333333,0.565,"chr4:98926435-98926674"
"se","ENSMUSG00000028560","Usp1","chr4","+",98926454,98926674,7.70452442067e-07,1.55652216337e-05,0.305,0.845333333333333,0.540333333333333,"chr4:98926454-98926674"
"se","ENSMUSG00000092203","1110038B12Rik","chr17","-",34951884,34951925,5.1191828554e-10,3.22743124839e-08,-0.055,0.940333333333333,0.995,"chr17:34951884-34951925"
"se","ENSMUSG00000050323","Ndufaf6","chr4","-",11053431,11053488,4.01976166464e-07,8.95731444106e-06,-0.199,0.792,0.990666666666667,"chr4:11053431-11053488"
"se","ENSMUSG00000026767","Mindy3","chr2","-",12350928,12351000,2.63448247662e-08,9.3716197556e-07,0.302,1,0.697666666666667,"chr2:12350928-12351000"
"se","ENSMUSG00000026767","Mindy3","chr2","-",12400022,12400137,0.00225138219507,0.0117835710369,0.129,0.925,0.796333333333333,"chr2:12400022-12400137"
"se","ENSMUSG00000026767","Mindy3","chr2","-",12401024,12401076,1.52072798798e-11,1.68975484881e-09,-0.201,0.798666666666667,1,"chr2:12401024-12401076"
"se","ENSMUSG00000026767","Mindy3","chr2","-",12401024,12401076,0.00826407556706,0.035915095851,-0.333,0.666666666666667,1,"chr2:12401024-12401076"
"se","ENSMUSG00000026767","Mindy3","chr2","-",12403997,12404168,0.00832293505037,0.0361136324283,-0.246,0.754333333333333,1,"chr2:12403997-12404168"
"se","ENSMUSG00000026767","Mindy3","chr2","-",12405859,12405920,0.00937776931592,0.0400668787738,-0.235,0.765,1,"chr2:12405859-12405920"
"se","ENSMUSG00000002797","Ggct","chr6","-",54989411,54989557,5.08069125971e-06,7.33555467655e-05,0.114,1,0.885666666666667,"chr6:54989411-54989557"
"se","ENSMUSG00000059851","Kmt5c","chr7","+",4740720,4740818,0.000706988513503,0.00446146768243,0.024,0.0283333333333333,0.00433333333333333,"chr7:4740720-4740818"
"se","ENSMUSG00000059851","Kmt5c","chr7","+",4743246,4743266,0.0028502799872,0.014391419831,0.037,1,0.962666666666667,"chr7:4743246-4743266"
"se","ENSMUSG00000040945","Rcc2","chr4","+",140701143,140701204,0.00178933514918,0.00968266420805,-0.372,0.404666666666667,0.776333333333333,"chr4:140701143-140701204"
"se","ENSMUSG00000021068","Nin","chr12","-",70035156,70035270,8.92868096125e-08,2.56251585354e-06,0.067,1,0.932666666666667,"chr12:70035156-70035270"
"se","ENSMUSG00000021068","Nin","chr12","-",70038538,70038751,6.90447023222e-07,1.42464257175e-05,0.034,1,0.966,"chr12:70038538-70038751"
"se","ENSMUSG00000021068","Nin","chr12","-",70042131,70044252,0.0106077808311,0.0443316278952,-0.059,0.941333333333333,1,"chr12:70042131-70044252"
"se","ENSMUSG00000021131","Erh","chr12","-",80642788,80642845,6.90044210661e-09,3.01817628933e-07,0.095,0.179,0.0836666666666667,"chr12:80642788-80642845"
"se","ENSMUSG00000072946","Ptgr2","chr12","+",84302236,84302407,0.00899452841085,0.0386402872822,-0.041,0.917666666666667,0.958333333333333,"chr12:84302236-84302407"
"se","ENSMUSG00000024781","Lipa","chr19","-",34507008,34507145,4.65257557573e-05,0.000461747769118,0.083,1,0.917333333333333,"chr19:34507008-34507145"
"se","ENSMUSG00000033434","Gtpbp6","chr5","-",110106652,110106697,0.0105374333314,0.0440824449593,0.229,1,0.771,"chr5:110106652-110106697"
"se","ENSMUSG00000033434","Gtpbp6","chr5","-",110106869,110106940,1.58262154351e-05,0.000189695417515,0.175,0.973,0.798333333333333,"chr5:110106869-110106940"
"se","ENSMUSG00000036167","Pphln1","chr15","+",93452116,93452173,6.97788191673e-08,2.07506813961e-06,-0.147,0.784,0.931333333333333,"chr15:93452116-93452173"
"se","ENSMUSG00000041740","Rnf10","chr5","-",115259493,115259546,2.21094272502e-05,0.000249375535754,-0.018,0.007,0.0246666666666667,"chr5:115259493-115259546"
"se","ENSMUSG00000039242","B3galnt2","chr13","+",13975437,13975634,0.000458836246408,0.00311028939496,-0.047,0.939666666666667,0.986333333333333,"chr13:13975437-13975634"
"se","ENSMUSG00000028300","C9orf72","chr4","-",35213008,35213073,0.00267372393636,0.0136170300816,0.158,0.964,0.805666666666667,"chr4:35213008-35213073"
"se","ENSMUSG00000026571","Dcaf6","chr1","-",165336744,165336833,0.000183840993884,0.00144723080154,0.07,1,0.93,"chr1:165336744-165336833"
"se","ENSMUSG00000026571","Dcaf6","chr1","-",165357428,165357546,0.011082551484,0.0460764951125,-0.065,0.935,1,"chr1:165357428-165357546"
"se","ENSMUSG00000026571","Dcaf6","chr1","-",165367445,165367505,4.92292651542e-05,0.000482464401347,0.193,0.24,0.0473333333333333,"chr1:165367445-165367505"
"se","ENSMUSG00000026571","Dcaf6","chr1","-",165411463,165411599,2.8990143619e-12,3.97285759845e-10,-0.157,0.842666666666667,1,"chr1:165411463-165411599"
"se","ENSMUSG00000026571","Dcaf6","chr1","-",165420110,165420224,0.000465879705676,0.00313862833259,0.087,1,0.912666666666667,"chr1:165420110-165420224"
"se","ENSMUSG00000002279","Lmf1","chr17","+",25655087,25655241,0.000826267738844,0.00510250580747,0.043,1,0.957,"chr17:25655087-25655241"
"se","ENSMUSG00000059900","Tmem40","chr6","-",115738947,115739022,2.07189820856e-12,3.01525363184e-10,0.351,0.932,0.581,"chr6:115738947-115739022"
"se","ENSMUSG00000059900","Tmem40","chr6","-",115738947,115739022,5.71689917628e-10,3.54771346996e-08,0.469,0.613,0.144,"chr6:115738947-115739022"
"se","ENSMUSG00000055053","Nfic","chr10","-",81403351,81403428,9.62580015695e-11,7.99476179702e-09,0.119,0.906666666666667,0.788,"chr10:81403351-81403428"
"se","ENSMUSG00000055053","Nfic","chr10","-",81406088,81406214,0.00183456516901,0.00989810505393,-0.013,0.964666666666667,0.977666666666667,"chr10:81406088-81406214"
"se","ENSMUSG00000063952","Brpf3","chr17","+",28831313,28831411,9.98988673895e-06,0.000128547486246,0.073,0.984666666666667,0.911333333333333,"chr17:28831313-28831411"
"se","ENSMUSG00000063952","Brpf3","chr17","+",28831317,28831411,6.72009062478e-05,0.000624360962285,0.152,0.945333333333333,0.793,"chr17:28831317-28831411"
"se","ENSMUSG00000037336","Mfsd2b","chr12","-",4865727,4865871,2.73513115601e-06,4.37400564092e-05,-0.088,0.911666666666667,1,"chr12:4865727-4865871"
"se","ENSMUSG00000062116","Zfp954","chr7","-",7117785,7117912,1.10305776347e-05,0.000139751809863,0.092,1,0.908,"chr7:7117785-7117912"
"se","ENSMUSG00000034308","Sdr42e1","chr8","-",117671208,117671343,1.62781855322e-05,0.000194404329032,0.303,0.303,0,"chr8:117671208-117671343"
"se","ENSMUSG00000020925","Ccdc43","chr11","-",102688800,102688859,5.50146950218e-08,1.72276920908e-06,0.128,1,0.872,"chr11:102688800-102688859"
"se","ENSMUSG00000053754","Chd8","chr14","-",52224519,52224550,0.00041811404844,0.00287213263433,0.022,0.022,0,"chr14:52224519-52224550"
"se","ENSMUSG00000035342","Lzts2","chr19","+",45021386,45021836,0.00180822528768,0.00976881237053,0.196,1,0.804,"chr19:45021386-45021836"
"se","ENSMUSG00000009292","Trpm2","chr10","-",77945834,77946015,0.00277408033925,0.0140671449827,-0.216,0.783666666666667,1,"chr10:77945834-77946015"
"se","ENSMUSG00000026806","Ddx31","chr2","+",28846762,28846871,1.36700938347e-07,3.6553608636e-06,0.088,0.0883333333333333,0,"chr2:28846762-28846871"
"se","ENSMUSG00000042216","Sgsm1","chr5","-",113285278,113285424,2.97864136806e-05,0.000318697184761,0.088,1,0.912,"chr5:113285278-113285424"
"se","ENSMUSG00000032757","Bet1","chr6","-",4082457,4082582,5.74645618915e-05,0.000548146589504,0.025,0.996333333333333,0.971333333333333,"chr6:4082457-4082582"
"se","ENSMUSG00000050017","Pitpnb","chr5","+",111349490,111349574,0.00815111861208,0.0354898452676,0.028,1,0.972,"chr5:111349490-111349574"
"se","ENSMUSG00000014791","Elmo3","chr8","+",105306114,105306187,0.00572566461847,0.0262499455397,0.232,1,0.768333333333333,"chr8:105306114-105306187"
"se","ENSMUSG00000052752","Traf7","chr17","-",24516504,24516596,0.00083187156863,0.00512940680394,-0.063,0.937333333333333,1,"chr17:24516504-24516596"
"se","ENSMUSG00000052752","Traf7","chr17","-",24516504,24516599,0.000613485471427,0.00395948531304,-0.072,0.928,1,"chr17:24516504-24516599"
"se","ENSMUSG00000043909","Trp53bp1","chr2","-",121202542,121202752,0.000116967393997,0.000998272949904,0.09,1,0.91,"chr2:121202542-121202752"
"se","ENSMUSG00000043909","Trp53bp1","chr2","-",121202542,121202758,0.000257013632325,0.00191682049142,0.065,1,0.935333333333333,"chr2:121202542-121202758"
"se","ENSMUSG00000043909","Trp53bp1","chr2","-",121208354,121208504,5.94776283703e-05,0.000563748556325,0.069,0.980333333333333,0.911333333333333,"chr2:121208354-121208504"
"se","ENSMUSG00000043909","Trp53bp1","chr2","-",121221157,121221250,3.79101561254e-08,1.26971999487e-06,0.272,0.990333333333333,0.718333333333333,"chr2:121221157-121221250"
"se","ENSMUSG00000043909","Trp53bp1","chr2","-",121223704,121223762,7.35600746649e-07,1.50272723958e-05,0.37,0.984666666666667,0.614666666666667,"chr2:121223704-121223762"
"se","ENSMUSG00000043909","Trp53bp1","chr2","-",121250976,121251114,0.00135639968161,0.00773359844106,-0.137,0.0463333333333333,0.183,"chr2:121250976-121251114"
"se","ENSMUSG00000043909","Trp53bp1","chr2","-",121259143,121259268,2.13152906192e-06,3.61803679962e-05,0.068,1,0.932,"chr2:121259143-121259268"
"se","ENSMUSG00000063382","Bcl9l","chr9","+",44489654,44489711,6.45480376836e-05,0.000604206750869,0.395,0.818666666666667,0.423666666666667,"chr9:44489654-44489711"
"se","ENSMUSG00000021982","Cdadc1","chr14","-",59564517,59564595,1.35519521149e-06,2.4845245544e-05,0.31,1,0.69,"chr14:59564517-59564595"
"se","ENSMUSG00000037470","Uggt1","chr1","-",36176775,36176799,0.00684413062552,0.030493559506,0.032,0.072,0.0403333333333333,"chr1:36176775-36176799"
"se","ENSMUSG00000025722","Wdr73","chr7","-",80898502,80898591,2.91513095885e-08,1.01566374191e-06,-0.148,0.827666666666667,0.975333333333333,"chr7:80898502-80898591"
"se","ENSMUSG00000020454","Eif4enif1","chr11","+",3236213,3236353,0.00577423245276,0.0264652320752,0.014,0.957333333333333,0.943,"chr11:3236213-3236353"
"se","ENSMUSG00000039068","Zzz3","chr3","+",152422617,152422771,1.9099917137e-05,0.000221195871351,0.058,1,0.942,"chr3:152422617-152422771"
"se","ENSMUSG00000039068","Zzz3","chr3","+",152427276,152428832,1.36706016962e-06,2.49792272104e-05,0.063,1,0.937333333333333,"chr3:152427276-152428832"
"se","ENSMUSG00000039068","Zzz3","chr3","+",152427276,152428832,0.00104032008889,0.00617911123471,0.065,0.973,0.908,"chr3:152427276-152428832"
"se","ENSMUSG00000039068","Zzz3","chr3","+",152446798,152446937,0,0,0.119,1,0.881333333333333,"chr3:152446798-152446937"
"se","ENSMUSG00000040006","Ginm1","chr10","-",7773947,7774104,1.17701954795e-05,0.000147789516773,0.104,1,0.896,"chr10:7773947-7774104"
"se","ENSMUSG00000052337","Immt","chr6","+",71852729,71852867,0.010271191836,0.0432436635287,0.051,0.955,0.903666666666667,"chr6:71852729-71852867"
"se","ENSMUSG00000052337","Immt","chr6","+",71852762,71852867,0.0055804490659,0.025713220759,0.044,0.959333333333333,0.915333333333333,"chr6:71852762-71852867"
"se","ENSMUSG00000052337","Immt","chr6","+",71852765,71852867,0.00883821855301,0.0380782038523,0.057,0.943666666666667,0.886666666666667,"chr6:71852765-71852867"
"se","ENSMUSG00000023971","Rrp36","chr17","-",46672335,46672440,5.84163452055e-08,1.80157898871e-06,0.1,1,0.9,"chr17:46672335-46672440"
"se","ENSMUSG00000024073","Birc6","chr17","+",74594321,74594453,1.08600684001e-10,8.92969124198e-09,0.212,0.871,0.659333333333333,"chr17:74594321-74594453"
"se","ENSMUSG00000024073","Birc6","chr17","+",74594363,74594453,0.000321294192323,0.00230728514967,0.087,0.901,0.814,"chr17:74594363-74594453"
"se","ENSMUSG00000024073","Birc6","chr17","+",74686120,74686293,0.00665350365071,0.029797621878,0.04,0.104666666666667,0.065,"chr17:74686120-74686293"
"se","ENSMUSG00000055447","Cd47","chr16","+",49899855,49899900,0.001374690245,0.00780890538136,0.012,0.0236666666666667,0.012,"chr16:49899855-49899900"
"se","ENSMUSG00000022223","Sdr39u1","chr14","-",55898242,55898386,0.00237669785407,0.0123140504758,-0.023,0.977333333333333,1,"chr14:55898242-55898386"
"se","ENSMUSG00000022223","Sdr39u1","chr14","-",55898242,55898477,0.000209479780374,0.00160901213837,-0.037,0.962666666666667,1,"chr14:55898242-55898477"
"se","ENSMUSG00000003955","Fam162a","chr16","-",36046378,36046487,5.34350341752e-13,9.44880792485e-11,0.067,0.982,0.915333333333333,"chr16:36046378-36046487"
"se","ENSMUSG00000001998","Ap4e1","chr2","+",127019285,127019359,0.0115573980749,0.0475748213621,0.183,1,0.816666666666667,"chr2:127019285-127019359"
"se","ENSMUSG00000007411","Mark3","chr12","+",111592576,111592768,0.00136132963228,0.00774638955116,-0.026,0.974,1,"chr12:111592576-111592768"
"se","ENSMUSG00000007411","Mark3","chr12","+",111651957,111651984,0.00468357628916,0.0221453168704,0.13,0.129666666666667,0,"chr12:111651957-111651984"
"se","ENSMUSG00000036356","Csgalnact1","chr8","-",68651922,68652041,4.20429937376e-05,0.000423909890874,0.119,0.118666666666667,0,"chr8:68651922-68652041"
"se","ENSMUSG00000053835","H2-T24","chr17","-",36014799,36015075,0.00018424074436,0.00144908289431,0.183,0.960333333333333,0.777,"chr17:36014799-36015075"
"se","ENSMUSG00000053835","H2-T24","chr17","-",36015383,36015656,1.73142044361e-05,0.000204607300407,-0.354,0.438666666666667,0.792666666666667,"chr17:36015383-36015656"
"se","ENSMUSG00000043088","Il17re","chr6","+",113459359,113459375,9.01574496304e-06,0.000117483301044,0.35,0.92,0.569666666666667,"chr6:113459359-113459375"
"se","ENSMUSG00000043088","Il17re","chr6","+",113465714,113465890,4.06277211397e-05,0.000412931319,0.087,1,0.912666666666667,"chr6:113465714-113465890"
"se","ENSMUSG00000058704","Memo1","chr17","-",74225431,74225574,1.34799083007e-09,7.54131641826e-08,-0.101,0.899,1,"chr17:74225431-74225574"
"se","ENSMUSG00000042590","Ipo11","chr13","-",106857498,106857525,9.73426694806e-09,4.03224231639e-07,-0.064,0,0.0643333333333333,"chr13:106857498-106857525"
"se","ENSMUSG00000110234","Gm45799","chr7","+",105640761,105640857,0.00135147985568,0.00771436522966,-0.035,0.924333333333333,0.959666666666667,"chr7:105640761-105640857"
"se","ENSMUSG00000022800","Fyttd1","chr16","+",32900632,32900707,9.70255400645e-06,0.000125242151206,0.06,0.991,0.930666666666667,"chr16:32900632-32900707"
"se","ENSMUSG00000016487","Ppfibp1","chr6","+",146917747,146917908,4.96534158234e-09,2.29368096409e-07,0.176,0.178,0.002,"chr6:146917747-146917908"
"se","ENSMUSG00000016487","Ppfibp1","chr6","+",146999661,146999694,0.00190232637428,0.0102201101683,-0.068,0.032,0.1,"chr6:146999661-146999694"
"se","ENSMUSG00000021952","Xpo4","chr14","-",57587952,57588071,0.00308010101827,0.0154239528762,-0.032,0.968333333333333,1,"chr14:57587952-57588071"
"se","ENSMUSG00000021952","Xpo4","chr14","-",57602488,57602666,3.96537016912e-05,0.000404030436377,0.034,1,0.965666666666667,"chr14:57602488-57602666"
"se","ENSMUSG00000021952","Xpo4","chr14","-",57643334,57643489,0.000141708302261,0.00116928902694,0.103,1,0.897333333333333,"chr14:57643334-57643489"
"se","ENSMUSG00000021952","Xpo4","chr14","-",57648418,57648524,0.00242103158762,0.0125122138461,0.034,1,0.966,"chr14:57648418-57648524"
"se","ENSMUSG00000021040","Slirp","chr12","+",87447563,87447598,0.00729044937029,0.0321942642037,-0.313,0.686666666666667,1,"chr12:87447563-87447598"
"se","ENSMUSG00000021040","Slirp","chr12","+",87447563,87447622,0.000160739558961,0.00129259757805,-0.046,0.954333333333333,1,"chr12:87447563-87447622"
"se","ENSMUSG00000030613","Ccdc90b","chr7","+",92572538,92572640,6.66742576025e-05,0.000620168646082,-0.04,0.96,1,"chr7:92572538-92572640"
"se","ENSMUSG00000025014","Dntt","chr19","+",41058566,41058626,6.37824199012e-08,1.93882050883e-06,-0.082,0.0673333333333333,0.149666666666667,"chr19:41058566-41058626"
"se","ENSMUSG00000044250","Pced1b","chr15","+",97373955,97374149,0.00278982786177,0.0141315075807,0.224,0.447,0.222666666666667,"chr15:97373955-97374149"
"se","ENSMUSG00000028136","Snx27","chr3","-",94561768,94562000,0.000395111748095,0.00273929708998,-0.183,0.817333333333333,1,"chr3:94561768-94562000"
"se","ENSMUSG00000032582","Rbm6","chr9","-",107861622,107861729,0.00376847787211,0.01832425151,0.056,0.103,0.0466666666666667,"chr9:107861622-107861729"
"se","ENSMUSG00000021987","Mtmr6","chr14","+",60290705,60290819,0.00476658657931,0.0224731984796,0.017,0.0186666666666667,0.002,"chr14:60290705-60290819"
"se","ENSMUSG00000024283","Wac","chr18","+",7910515,7910824,1.98092555268e-05,0.000227647244681,0.105,0.930333333333333,0.825,"chr18:7910515-7910824"
"se","ENSMUSG00000055707","Klhl26","chr8","-",70455465,70455648,0.0067387567549,0.0300811223763,-0.333,0.666666666666667,1,"chr8:70455465-70455648"
"se","ENSMUSG00000040818","Dennd6a","chr14","+",26592394,26592437,0.010786865494,0.0450000007734,0.027,1,0.973,"chr14:26592394-26592437"
"se","ENSMUSG00000024002","Brd4","chr17","-",32253040,32253200,0.0119534416345,0.0489356105749,0.028,0.988666666666667,0.960333333333333,"chr17:32253040-32253200"
"se","ENSMUSG00000032615","Nt5m","chr11","+",59852790,59852891,6.69672278977e-05,0.000622541584385,-0.091,0.909,1,"chr11:59852790-59852891"
"se","ENSMUSG00000032306","Mpi","chr9","-",57549294,57549421,0.000240490799216,0.00180835445501,0.021,0.0206666666666667,0,"chr9:57549294-57549421"
"se","ENSMUSG00000032293","Ireb2","chr9","+",54883896,54884115,4.77399772669e-06,6.98473243909e-05,0.052,0.956333333333333,0.904666666666667,"chr9:54883896-54884115"
"se","ENSMUSG00000026034","Clk1","chr1","-",58420120,58420211,0.000140990936616,0.00116453839912,0.265,0.811333333333333,0.546666666666667,"chr1:58420120-58420211"
"se","ENSMUSG00000046658","Zfp316","chr5","-",143263295,143263422,4.02782232509e-05,0.000409885755793,-0.047,0.953333333333333,1,"chr5:143263295-143263422"
"se","ENSMUSG00000014301","Pam16","chr16","-",4617918,4618003,4.86844682346e-08,1.56348189017e-06,-0.078,0.922,1,"chr16:4617918-4618003"
"se","ENSMUSG00000057191","AB124611","chr9","+",21540585,21540623,7.55756817472e-06,0.000101539386138,-0.304,0.696333333333333,1,"chr9:21540585-21540623"
"se","ENSMUSG00000040212","Emp3","chr7","-",45920288,45920404,3.92522320046e-05,0.000400381022855,0.02,0.997666666666667,0.977333333333333,"chr7:45920288-45920404"
"se","ENSMUSG00000002104","Rapsn","chr2","+",91043690,91043744,1.24663639192e-05,0.000155192547049,-0.219,0.781,1,"chr2:91043690-91043744"
"se","ENSMUSG00000024841","Eif1ad","chr19","+",5368057,5368276,7.54397007674e-06,0.000101522576033,0.024,1,0.976,"chr19:5368057-5368276"
"se","ENSMUSG00000032423","Syncrip","chr9","-",88480605,88480765,0.000133573683047,0.00111560143104,-0.024,0.951333333333333,0.975333333333333,"chr9:88480605-88480765"
"se","ENSMUSG00000021996","Esd","chr14","+",74744647,74744746,0.00643947408196,0.0290447480192,-0.03,0.97,1,"chr14:74744647-74744746"
"se","ENSMUSG00000031309","Rps6ka3","chrX","+",159278109,159278203,3.46144957142e-07,7.99487896096e-06,-0.105,0.895,1,"chrX:159278109-159278203"
